Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type
02-18-2023 13:26,DOTA2,TWITTER,Evil Exhibited ,1050,13,Text
02-18-2023 13:26,General ,TWITTER,Evil Exhibited ,30606,805,Video
02-18-2023 13:18,General ,TWITTER,N/A ,0,0,Video
02-18-2023 13:18,General ,TWITTER,N/A ,0,0,Video
02-18-2023 13:15,DOTA2,TWITTER,N/A ,0,0,Video
02-18-2023 13:14,General ,TWITTER,Evil Exhibited ,34752,868,Video
02-18-2023 13:03,DOTA2,TWITTER,N/A ,0,0,Photo
02-18-2023 13:02,DOTA2,TWITTER,Evil Exhibited ,891,13,Text
02-18-2023 13:00,DOTA2,TWITTER,Evil Exhibited ,930,21,Video
02-18-2023 12:56,General ,INSTAGRAM,Evil Exhibited ,3383,0,Video
02-18-2023 12:48,DOTA2,TWITTER,Evil Exhibited ,994,14,Text
02-18-2023 12:45,DOTA2,TWITTER,Evil Exhibited ,846,7,Video
02-18-2023 12:34,General ,INSTAGRAM,Evil Exhibited ,3521,0,Video
02-18-2023 12:25,DOTA2,TWITTER,Evil Exhibited ,776,6,Text
02-18-2023 12:20,General ,TWITTER,Evil Exhibited ,1618,69,Video
02-18-2023 12:18,General ,TWITTER,N/A ,0,0,Video
02-18-2023 12:16,DOTA2,TWITTER,N/A ,0,0,Video
02-18-2023 12:14,DOTA2,TWITTER,Evil Exhibited ,1222,35,Photo
02-18-2023 12:05,DOTA2,TWITTER,Evil Exhibited ,749,9,Video
02-18-2023 12:04,DOTA2,TWITTER,Evil Exhibited ,612,3,Text
02-18-2023 12:03,DOTA2,TWITTER,Evil Exhibited ,661,8,Photo
02-18-2023 12:03,General ,FBPAGE,Evil Exhibited ,19909,1180,Photo
02-18-2023 12:03,DOTA2,TWITTER,N/A ,0,0,Video
02-18-2023 12:02,General ,INSTAGRAM,Evil Exhibited ,3682,0,Video
02-18-2023 11:56,DOTA2,TWITTER,Evil Exhibited ,894,10,Text
02-18-2023 11:56,General ,TWITTER,Evil Exhibited ,25131,263,Photo
02-18-2023 11:43,DOTA2,TWITTER,N/A ,145,1,Video
02-18-2023 11:39,DOTA2,TWITTER,Evil Exhibited ,3670,147,Text
02-18-2023 11:33,DOTA2,TWITTER,Evil Exhibited ,134,4,Text
02-18-2023 11:30,DOTA2,TWITTER,Evil Exhibited ,0,0,Photo
02-18-2023 11:30,General ,TWITTER,Evil Exhibited ,19678,1363,Photo
02-18-2023 11:19,DOTA2,TWITTER,Evil Exhibited ,5055,385,Photo
02-18-2023 11:18,DOTA2,TWITTER,Evil Exhibited ,364,5,Text
02-18-2023 11:04,General ,INSTAGRAM,N/A ,0,0,Text
02-18-2023 10:50,General ,TWITTER,Evil Exhibited ,15671,487,Photo
02-18-2023 10:30,DOTA2,TWITTER,Evil Exhibited ,464,8,Photo
02-18-2023 10:30,General ,FBPAGE,Evil Exhibited ,19468,638,Photo
02-18-2023 10:08,General ,TWITTER,Community Engagement ,32719,295,Photo
02-18-2023 09:43,General ,INSTAGRAM,Evil Exhibited ,4043,0,Photo
02-18-2023 09:30,DOTA2,TWITTER,Evil Exhibited ,1377,37,Text
02-18-2023 09:26,DOTA2,TWITTER,N/A ,551,1,Text
02-18-2023 09:00,DOTA2,TWITTER,Community Engagement ,3997,248,Photo
02-18-2023 09:00,General ,FBPAGE,Community Engagement ,35227,6153,Photo
02-18-2023 07:48,General ,TWITTER,N/A ,0,0,Photo
02-18-2023 07:22,DOTA2,TWITTER,Evil Exhibited ,583,5,Text
02-18-2023 07:20,DOTA2,TWITTER,Evil Exhibited ,1541,26,Text
02-18-2023 07:20,DOTA2,TWITTER,N/A ,0,0,Photo
02-18-2023 05:23,DOTA2,TWITTER,N/A ,951,30,Video
02-17-2023 22:10,CSGO,TWITTER,Community Engagement ,3406,106,Photo
02-17-2023 20:23,General ,INSTAGRAM,N/A ,0,0,Photo
02-17-2023 20:23,General ,INSTAGRAM,N/A ,0,0,Photo
02-17-2023 20:23,General ,INSTAGRAM,N/A ,0,0,Photo
02-17-2023 20:23,General ,INSTAGRAM,Community Engagement ,3306,0,Photo
02-17-2023 19:07,General ,INSTAGRAM,Community Engagement ,3201,0,Video
02-17-2023 17:33,CSGO,TWITTER,Community Engagement ,18242,547,Photo
02-17-2023 16:34,General ,INSTAGRAM,N/A ,0,0,Text
02-17-2023 16:34,General ,FBPAGE,Evil Exhibited ,24322,492,Photo
02-17-2023 16:34,General ,INSTAGRAM,Evil Exhibited ,20348,567,Photo
02-17-2023 16:27,DOTA2,TWITTER,N/A ,394,2,Text
02-17-2023 15:49,General ,TWITTER,N/A ,0,0,Photo
02-17-2023 15:44,General ,INSTAGRAM,Community Engagement ,3016,0,Video
02-17-2023 15:42,General ,TWITTER,N/A ,0,0,Text
02-17-2023 15:40,General ,INSTAGRAM,Community Engagement ,3108,0,Video
02-17-2023 15:39,General ,INSTAGRAM,Community Engagement ,3227,0,Photo
02-17-2023 15:39,General ,FBPAGE,N/A ,14755,286,Photo
02-17-2023 15:39,DOTA2,TWITTER,N/A ,740,6,Photo
02-17-2023 15:38,General ,TWITTER,Community Engagement ,41103,362,Photo
02-17-2023 15:34,DOTA2,TWITTER,N/A ,3497,208,Photo
02-17-2023 15:33,DOTA2,TWITTER,N/A ,580,3,Text
02-17-2023 15:31,General ,TWITTER,Community Engagement ,20682,165,Video
02-17-2023 15:30,General ,TWITTER,Community Engagement ,14159,89,Photo
02-17-2023 15:23,DOTA2,TWITTER,N/A ,687,8,Text
02-17-2023 15:20,General ,INSTAGRAM,Community Engagement ,3348,0,Photo
02-17-2023 15:17,DOTA2,TWITTER,N/A ,647,12,Text
02-17-2023 14:58,General ,FBPAGE,N/A ,11920,278,Photo
02-17-2023 14:58,DOTA2,TWITTER,N/A ,494,4,Link
02-17-2023 14:57,General ,TWITTER,Community Engagement ,54308,302,Photo
02-17-2023 14:55,General ,INSTAGRAM,Community Engagement ,3506,0,Video
02-17-2023 14:53,Valorant,YOUTUBE,Evil Exhibited ,639,17,Video
02-17-2023 14:49,DOTA2,TWITTER,N/A ,743,7,Text
02-17-2023 14:42,General ,INSTAGRAM,Community Engagement ,3787,0,Photo
02-17-2023 14:33,DOTA2,TWITTER,N/A ,0,0,Text
02-17-2023 14:01,General ,TWITTER,Community Engagement ,31857,788,Photo
02-17-2023 13:00,DOTA2,TWITTER,N/A ,1063,71,Photo
02-17-2023 13:00,General ,FBPAGE,N/A ,29498,1896,Photo
02-17-2023 12:58,DOTA2,TWITTER,N/A ,315,2,Text
02-17-2023 12:23,General ,TWITTER,Community Engagement ,17485,173,Photo
02-17-2023 12:00,General ,INSTAGRAM,Evergreen ,10917,190,Video
02-17-2023 12:00,General ,TIKTOK_BUSINESS,Evergreen ,1652,109,Video
02-17-2023 12:00,General ,YOUTUBE,Evergreen ,0,0,Video
02-17-2023 11:56,DOTA2,TWITTER,N/A ,578,9,Text
02-17-2023 11:55,General ,INSTAGRAM,Evil Exhibited ,4062,0,Photo
02-17-2023 11:41,General ,FBPAGE,Community Engagement ,49251,22022,Photo
02-17-2023 11:37,DOTA2,TWITTER,N/A ,8760,1139,Photo
02-17-2023 11:27,DOTA2,TWITTER,N/A ,1480,64,Text
02-17-2023 11:13,Content Creators,YOUTUBE,N/A ,128,3,Video
02-17-2023 10:58,DOTA2,TWITTER,N/A ,62,1,Text
02-17-2023 10:55,General ,FBPAGE,N/A ,0,0,Text
02-17-2023 10:52,General ,FBPAGE,N/A ,0,0,Text
02-17-2023 10:38,General ,FBPAGE,N/A ,0,0,Text
02-17-2023 10:38,General ,FBPAGE,N/A ,0,0,Text
02-17-2023 10:35,General ,FBPAGE,N/A ,0,0,Text
02-17-2023 10:35,General ,FBPAGE,N/A ,0,0,Text
02-17-2023 10:32,General ,FBPAGE,Community Engagement ,25472,2871,Photo
02-17-2023 10:32,DOTA2,TWITTER,Community Engagement ,4274,262,Photo
02-17-2023 09:00,General ,INSTAGRAM,Evil Exhibited ,296,21,Video
02-17-2023 09:00,DOTA2,TWITTER,N/A ,897,3,Text
02-17-2023 09:00,DOTA2,TWITTER,N/A ,750,37,Video
02-17-2023 09:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,752,41,Video
02-17-2023 09:00,General ,YOUTUBE,Evil Exhibited ,352,7,Video
02-17-2023 08:57,General ,TWITTER,Evergreen ,52350,6162,Video
02-17-2023 08:57,General ,FBPAGE,Evergreen ,61643,8074,Video
02-17-2023 08:56,DOTA2,TWITTER,Evil Exhibited ,347,2,Text
02-17-2023 06:49,DOTA2,TWITTER,Evil Exhibited ,112,8,Photo
02-17-2023 06:44,DOTA2,TWITTER,Evil Exhibited ,1015,10,Text
02-17-2023 05:31,General ,FBPAGE,Community Engagement ,40838,5106,Text
02-17-2023 05:28,DOTA2,TWITTER,N/A ,2429,68,Text
02-17-2023 00:10,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text
02-16-2023 17:15,DOTA2,TWITTER,N/A ,389,4,Text
02-16-2023 15:49,DOTA2,TWITTER,N/A ,1439,38,Photo
02-16-2023 15:22,General ,TWITTER,Community Engagement ,1938,51,Video
02-16-2023 15:14,DOTA2,TWITTER,N/A ,24,2,Text
02-16-2023 15:12,General ,TWITTER,Community Engagement ,2594,79,Video
02-16-2023 15:09,General ,TWITTER,Community Engagement ,1979,46,Video
02-16-2023 15:07,General ,TWITTER,Community Engagement ,1349,31,Photo
02-16-2023 15:02,General ,INSTAGRAM,Community Engagement ,2998,0,Photo
02-16-2023 15:02,General ,TWITTER,Community Engagement ,957,23,Video
02-16-2023 14:58,General ,TWITTER,Community Engagement ,26477,398,Photo
02-16-2023 14:55,General ,TWITTER,Community Engagement ,4845,112,Video
02-16-2023 14:55,General ,FBPAGE,N/A ,10009,270,Photo
02-16-2023 14:55,General ,TWITTER,Community Engagement ,22006,461,Video
02-16-2023 14:55,DOTA2,TWITTER,N/A ,1626,46,Photo
02-16-2023 14:48,General ,INSTAGRAM,Community Engagement ,3057,0,Video
02-16-2023 14:43,DOTA2,TWITTER,N/A ,21,1,Text
02-16-2023 14:42,General ,FBPAGE,N/A ,4832,209,Video
02-16-2023 14:42,General ,TWITTER,Community Engagement ,20040,574,Video
02-16-2023 14:41,DOTA2,TWITTER,N/A ,957,34,Video
02-16-2023 14:37,DOTA2,TWITTER,N/A ,8,2,Text
02-16-2023 14:36,DOTA2,TWITTER,N/A ,8,2,Text
02-16-2023 14:32,DOTA2,TWITTER,N/A ,729,11,Text
02-16-2023 14:28,General ,TWITTER,Community Engagement ,15157,277,Video
02-16-2023 14:28,DOTA2,TWITTER,N/A ,131,11,Photo
02-16-2023 14:17,DOTA2,TWITTER,N/A ,595,3,Text
02-16-2023 14:16,DOTA2,TWITTER,N/A ,792,11,Video
02-16-2023 14:13,DOTA2,TWITTER,N/A ,637,16,Text
02-16-2023 14:08,General ,FBPAGE,N/A ,8337,96,Photo
02-16-2023 14:08,DOTA2,TWITTER,N/A ,526,1,Photo
02-16-2023 14:01,DOTA2,TWITTER,Evil Exhibited ,1366,43,Text
02-16-2023 13:58,General ,INSTAGRAM,Community Engagement ,3211,0,Photo
02-16-2023 13:50,General ,TWITTER,Community Engagement ,15979,65,Photo
02-16-2023 13:44,DOTA2,TWITTER,N/A ,1310,98,Video
02-16-2023 13:43,General ,INSTAGRAM,Community Engagement ,3338,0,Video
02-16-2023 13:39,General ,INSTAGRAM,Community Engagement ,3528,0,Video
02-16-2023 13:23,General ,INSTAGRAM,Community Engagement ,4160,0,Photo
02-16-2023 13:22,DOTA2,TWITTER,N/A ,231,4,Text
02-16-2023 13:11,DOTA2,TWITTER,N/A ,2207,136,Text
02-16-2023 13:10,DOTA2,TWITTER,N/A ,0,0,Text
02-16-2023 13:05,DOTA2,TWITTER,N/A ,597,7,Photo
02-16-2023 13:00,General ,TWITTER,Evil Exhibited ,13282,336,Link
02-16-2023 13:00,General ,TWITTER,Evil Exhibited ,16676,578,Video
02-16-2023 13:00,General ,FBPAGE,N/A ,26716,1388,Photo
02-16-2023 13:00,DOTA2,TWITTER,N/A ,1321,34,Photo
02-16-2023 12:46,DOTA2,TWITTER,N/A ,478,23,Text
02-16-2023 12:01,DOTA2,TWITTER,N/A ,716,11,Video
02-16-2023 12:00,General ,INSTAGRAM,Evergreen ,14295,238,Video
02-16-2023 12:00,General ,TIKTOK_BUSINESS,Evergreen ,4039,102,Video
02-16-2023 12:00,General ,YOUTUBE,Evergreen ,830,30,Video
02-16-2023 12:00,General ,TWITTER,Community Engagement ,15816,128,Photo
02-16-2023 11:00,General ,TWITTER,Evil Exhibited ,26330,392,Photo
02-16-2023 10:46,General ,TWITTER,Evil Exhibited ,412,18,Video
02-16-2023 10:11,DOTA2,TWITTER,Evil Exhibited ,3218,49,Text
02-16-2023 10:11,DOTA2,TWITTER,N/A ,0,0,Photo
02-16-2023 10:00,General ,TWITTER,Evil Exhibited ,217730,8568,Photo
02-16-2023 09:55,DOTA2,TWITTER,N/A ,272,2,Text
02-16-2023 09:34,Valorant,YOUTUBE,N/A ,0,0,Text
02-16-2023 09:00,General ,INSTAGRAM,Evergreen ,172597,3459,Video
02-16-2023 09:00,General,LINKEDIN_COMPANY,Community Engagement ,2224,33,Photo
02-16-2023 09:00,General ,TIKTOK_BUSINESS,Evergreen ,2038,87,Video
02-16-2023 09:00,General ,YOUTUBE,Evergreen ,760,25,Video
02-16-2023 09:00,General ,TWITTER,Community Engagement ,12772,66,Photo
02-16-2023 09:00,General ,FBPAGE,Community Engagement ,13520,69,Photo
02-16-2023 05:18,DOTA2,TWITTER,N/A ,1377,3,Text
02-15-2023 17:59,General ,TWITTER,Evil Exhibited ,22565,1066,Video
02-15-2023 17:01,DOTA2,TWITTER,N/A ,261,6,Text
02-15-2023 17:00,DOTA2,TWITTER,N/A ,1579,48,Text
02-15-2023 15:44,Valorant,YOUTUBE,Evil Exhibited ,283,20,Video
02-15-2023 15:33,General ,TWITTER,Community Engagement ,18063,162,Photo
02-15-2023 15:14,General ,TWITTER,Community Engagement ,4184,47,Text
02-15-2023 15:01,General ,TWITTER,Community Engagement ,4702,116,Text
02-15-2023 15:00,DOTA2,TWITTER,N/A ,492,9,Text
02-15-2023 15:00,General ,TWITTER,N/A ,0,0,Photo
02-15-2023 14:59,General ,FBPAGE,N/A ,10376,152,Photo
02-15-2023 14:59,DOTA2,TWITTER,N/A ,920,16,Photo
02-15-2023 14:57,DOTA2,TWITTER,N/A ,820,22,Video
02-15-2023 14:56,General ,FBPAGE,N/A ,4780,208,Video
02-15-2023 14:55,General ,TWITTER,Community Engagement ,29703,177,Text
02-15-2023 14:54,General ,TWITTER,Community Engagement ,30374,447,Photo
02-15-2023 14:49,DOTA2,TWITTER,N/A ,537,10,Text
02-15-2023 14:44,General ,YOUTUBE,N/A ,0,0,Text
02-15-2023 14:40,DOTA2,TWITTER,N/A ,0,0,Text
02-15-2023 14:40,DOTA2,TWITTER,N/A ,0,0,Text
02-15-2023 14:40,DOTA2,TWITTER,N/A ,368,15,Text
02-15-2023 14:38,Content Creators,YOUTUBE,N/A ,0,0,Link
02-15-2023 14:38,General ,TWITTER,Community Engagement ,25235,213,Text
02-15-2023 14:36,DOTA2,TWITTER,N/A ,0,0,Text
02-15-2023 14:36,DOTA2,TWITTER,N/A ,0,0,Text
02-15-2023 14:36,DOTA2,TWITTER,N/A ,0,0,Text
02-15-2023 14:36,DOTA2,TWITTER,N/A ,0,0,Text
02-15-2023 14:35,DOTA2,TWITTER,N/A ,314,3,Text
02-15-2023 14:30,DOTA2,TWITTER,N/A ,880,29,Video
02-15-2023 14:26,DOTA2,TWITTER,N/A ,694,16,Text
02-15-2023 14:23,DOTA2,TWITTER,N/A ,110,1,Video
02-15-2023 14:18,DOTA2,TWITTER,N/A ,1446,38,Photo
02-15-2023 14:10,General ,INSTAGRAM,Community Engagement ,2392,0,Video
02-15-2023 14:06,DOTA2,TWITTER,N/A ,605,7,Photo
02-15-2023 14:04,General ,TWITTER,Community Engagement ,23556,891,Video
02-15-2023 14:03,General ,FBPAGE,N/A ,9236,98,Photo
02-15-2023 14:03,DOTA2,TWITTER,N/A ,433,8,Photo
02-15-2023 14:02,General ,TWITTER,Community Engagement ,34447,313,Photo
02-15-2023 14:00,General ,INSTAGRAM,Community Engagement ,183,1,Video
02-15-2023 14:00,General ,TIKTOK_BUSINESS,Community Engagement ,145,6,Video
02-15-2023 13:57,General ,TWITTER,N/A ,0,0,Text
02-15-2023 13:30,General ,TWITTER,Community Engagement ,14936,80,Photo
02-15-2023 13:15,General ,TWITTER,Community Engagement ,15980,340,Video
02-15-2023 13:00,General ,TWITTER,Community Engagement ,1929,27,Text
02-15-2023 12:57,General ,INSTAGRAM,Community Engagement ,2131,0,Photo
02-15-2023 12:55,General ,TWITTER,Evil Exhibited ,20789,1105,Photo
02-15-2023 12:53,General ,INSTAGRAM,Community Engagement ,2250,0,Photo
02-15-2023 12:36,CSGO,TWITTER,Community Engagement ,350,18,Text
02-15-2023 12:35,CSGO,TWITTER,N/A ,0,0,Video
02-15-2023 12:32,General ,FBPAGE,N/A ,0,0,Photo
02-15-2023 12:32,General ,FBPAGE,N/A ,0,0,Photo
02-15-2023 12:32,DOTA2,TWITTER,N/A ,497,8,Photo
02-15-2023 12:31,DOTA2,TWITTER,N/A ,761,8,Video
02-15-2023 12:30,General ,FBPAGE,N/A ,13811,891,Video
02-15-2023 12:25,DOTA2,TWITTER,N/A ,157,10,Text
02-15-2023 11:49,General ,INSTAGRAM,Evil Exhibited ,18984,314,Video
02-15-2023 11:49,General ,TIKTOK_BUSINESS,Evil Exhibited ,1594,48,Video
02-15-2023 11:49,General ,YOUTUBE,Evil Exhibited ,434,11,Video
02-15-2023 11:47,General ,TWITTER,Evil Exhibited ,172,6,Text
02-15-2023 11:45,General ,TWITTER,Evil Exhibited ,1880,81,Text
02-15-2023 11:45,General ,TWITTER,Evil Exhibited ,1881,50,Text
02-15-2023 11:44,General ,TWITTER,N/A ,0,0,Text
02-15-2023 11:42,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:42,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:42,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:42,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:42,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:42,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:42,General ,INSTAGRAM,Evil Exhibited ,2193,0,Photo
02-15-2023 11:38,General ,TWITTER,Evil Exhibited ,18112,646,Photo
02-15-2023 11:36,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:36,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:36,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:36,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:36,General ,INSTAGRAM,Evil Exhibited ,2237,0,Photo
02-15-2023 11:34,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:34,General ,INSTAGRAM,Evil Exhibited ,2266,0,Video
02-15-2023 11:25,General ,TWITTER,N/A ,2954,57,Text
02-15-2023 11:24,General ,TWITTER,N/A ,0,0,Video
02-15-2023 11:24,General ,TWITTER,Evil Exhibited ,5454,341,Photo
02-15-2023 11:22,DOTA2,TWITTER,N/A ,965,28,Text
02-15-2023 11:22,General ,TWITTER,N/A ,0,0,Text
02-15-2023 11:21,DOTA2,TWITTER,Evil Exhibited ,4118,328,Video
02-15-2023 11:21,General ,FBPAGE,Evil Exhibited ,8001,824,Video
02-15-2023 11:20,General ,TWITTER,N/A ,0,0,Text
02-15-2023 11:18,DOTA2,TWITTER,N/A ,0,0,Text
02-15-2023 11:18,DOTA2,TWITTER,N/A ,0,0,Text
02-15-2023 11:18,General ,TWITTER,Evil Exhibited ,40785,2739,Video
02-15-2023 11:15,General ,TWITTER,Evil Exhibited ,429,35,Video
02-15-2023 11:13,General ,INSTAGRAM,Evil Exhibited ,2332,0,Video
02-15-2023 11:12,General ,TWITTER,Evil Exhibited ,1768,54,Text
02-15-2023 11:11,General ,TWITTER,N/A ,0,0,Text
02-15-2023 11:09,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:09,General ,INSTAGRAM,Community Engagement ,2387,0,Video
02-15-2023 11:08,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:08,General ,INSTAGRAM,Evil Exhibited ,2465,0,Video
02-15-2023 11:07,General ,TWITTER,Evil Exhibited ,2057,60,Text
02-15-2023 11:07,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 11:07,General ,TWITTER,N/A ,0,0,Link
02-15-2023 11:07,General ,INSTAGRAM,Evil Exhibited ,2522,0,Photo
02-15-2023 11:06,General ,INSTAGRAM,Evil Exhibited ,2557,0,Video
02-15-2023 11:06,General ,TWITTER,Evil Exhibited ,1260,49,Text
02-15-2023 11:05,General ,TWITTER,N/A ,0,0,Text
02-15-2023 11:05,General ,TWITTER,Evil Exhibited ,828,7,Text
02-15-2023 11:05,General ,YOUTUBE,N/A ,0,0,Text
02-15-2023 11:03,General ,TWITTER,Evil Exhibited ,5831,337,Video
02-15-2023 11:02,General ,TWITTER,N/A ,0,0,Photo
02-15-2023 11:02,General ,TWITTER,Evil Exhibited ,201,2,Text
02-15-2023 10:59,General ,TWITTER,Evil Exhibited ,23210,859,Video
02-15-2023 10:57,DOTA2,TWITTER,N/A ,0,0,Text
02-15-2023 10:57,DOTA2,TWITTER,N/A ,0,0,Text
02-15-2023 10:56,General ,FBPAGE,Evil Exhibited ,23769,966,Photo
02-15-2023 10:56,DOTA2,TWITTER,Evil Exhibited ,1220,62,Photo
02-15-2023 10:55,General ,TWITTER,Evil Exhibited ,148048,8498,Video
02-15-2023 10:53,General ,TWITTER,Evil Exhibited ,94325,2022,Photo
02-15-2023 10:53,General ,INSTAGRAM,Evil Exhibited ,2732,0,Photo
02-15-2023 10:43,DOTA2,TWITTER,Evil Exhibited ,1213,43,Text
02-15-2023 10:36,General ,TWITTER,Evil Exhibited ,1278,48,Video
02-15-2023 10:36,General ,TWITTER,Evil Exhibited ,98264,7122,Mixed
02-15-2023 10:21,DOTA2,TWITTER,Evil Exhibited ,567,4,Video
02-15-2023 10:17,DOTA2,TWITTER,Evil Exhibited ,320,4,Text
02-15-2023 10:15,General ,TWITTER,Evil Exhibited ,414,9,Video
02-15-2023 10:15,DOTA2,TWITTER,Evil Exhibited ,656,17,Text
02-15-2023 10:09,General ,FBPAGE,Evil Exhibited ,6416,52,Link
02-15-2023 10:08,DOTA2,TWITTER,Evil Exhibited ,398,6,Link
02-15-2023 10:02,General ,TWITTER,Evil Exhibited ,470,8,Video
02-15-2023 10:02,General ,TWITTER,N/A ,0,0,Photo
02-15-2023 10:02,General ,TWITTER,Community Engagement ,192,3,Text
02-15-2023 10:01,General ,TWITTER,Evil Exhibited ,113688,11048,Video
02-15-2023 09:59,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:59,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:59,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:59,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:59,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:59,General ,INSTAGRAM,Evil Exhibited ,2749,0,Video
02-15-2023 09:57,General ,TWITTER,N/A ,0,0,Photo
02-15-2023 09:57,General ,TWITTER,N/A ,0,0,Photo
02-15-2023 09:56,DOTA2,TWITTER,N/A ,0,0,Video
02-15-2023 09:56,DOTA2,TWITTER,Evil Exhibited ,412,14,Text
02-15-2023 09:56,General ,TWITTER,Evil Exhibited ,18681,805,Video
02-15-2023 09:52,General ,TWITTER,Evil Exhibited ,35472,1254,Video
02-15-2023 09:41,General ,TWITTER,N/A ,0,0,Video
02-15-2023 09:40,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:40,General ,TWITTER,Evil Exhibited ,16378,449,Photo
02-15-2023 09:39,General ,INSTAGRAM,Evil Exhibited ,2858,0,Video
02-15-2023 09:30,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:30,General ,INSTAGRAM,Evil Exhibited ,2913,0,Photo
02-15-2023 09:30,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:30,General ,INSTAGRAM,Evil Exhibited ,2980,0,Video
02-15-2023 09:29,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:29,General ,INSTAGRAM,Evil Exhibited ,3061,0,Video
02-15-2023 09:27,DOTA2,TWITTER,Evil Exhibited ,238,1,Text
02-15-2023 09:24,DOTA2,TWITTER,N/A ,0,0,Photo
02-15-2023 09:23,General ,TWITTER,N/A ,0,0,Photo
02-15-2023 09:20,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:20,General ,INSTAGRAM,Evil Exhibited ,3195,0,Photo
02-15-2023 09:19,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:19,General ,INSTAGRAM,Evil Exhibited ,3289,0,Photo
02-15-2023 09:18,General ,TWITTER,N/A ,0,0,Video
02-15-2023 09:17,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:17,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:17,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:17,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:17,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:17,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:17,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:17,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:17,General ,INSTAGRAM,Evil Exhibited ,3384,0,Video
02-15-2023 09:13,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 09:12,General ,INSTAGRAM,Evil Exhibited ,3631,0,Photo
02-15-2023 09:11,DOTA2,TWITTER,Evil Exhibited ,395,6,Text
02-15-2023 09:07,General ,FBPAGE,Evil Exhibited ,10632,171,Photo
02-15-2023 09:06,DOTA2,TWITTER,Evil Exhibited ,502,14,Photo
02-15-2023 09:03,DOTA2,TWITTER,Evil Exhibited ,136,3,Text
02-15-2023 09:02,General ,TWITTER,Evil Exhibited ,11966,119,Photo
02-15-2023 09:02,General ,INSTAGRAM,Evil Exhibited ,3814,0,Photo
02-15-2023 09:00,DOTA2,TWITTER,N/A ,0,0,Photo
02-15-2023 08:59,General ,INSTAGRAM,Evil Exhibited ,4004,0,Photo
02-15-2023 08:55,General ,TWITTER,Evil Exhibited ,1114,24,Text
02-15-2023 08:47,General ,TWITTER,N/A ,0,0,Video
02-15-2023 08:45,DOTA2,TWITTER,N/A ,328,9,Text
02-15-2023 08:44,General ,TWITTER,Evil Exhibited ,13444,214,Photo
02-15-2023 08:30,General ,TWITTER,Evil Exhibited ,13128,119,Photo
02-15-2023 08:18,General ,TWITTER,Evil Exhibited ,10624,471,Video
02-15-2023 08:15,General ,TWITTER,Evil Exhibited ,1858,184,Video
02-15-2023 08:14,General ,TWITTER,Evil Exhibited ,459,28,Video
02-15-2023 08:14,General ,INSTAGRAM,Evil Exhibited ,4416,0,Video
02-15-2023 08:13,General ,TWITTER,Evil Exhibited ,536,6,Text
02-15-2023 08:07,General ,INSTAGRAM,N/A ,0,0,Photo
02-15-2023 08:07,General ,INSTAGRAM,Evil Exhibited ,5380,0,Photo
02-15-2023 08:00,General ,TWITTER,Evil Exhibited ,20245,654,Photo
02-15-2023 08:00,General ,FBPAGE,Evil Exhibited ,17050,1392,Photo
02-15-2023 08:00,DOTA2,TWITTER,Evil Exhibited ,1294,58,Photo
