Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type
03-14-2023 10:47,Valorant,YOUTUBE,Evil Exhibited ,442,17,Video
03-14-2023 10:05,DOTA2,TWITTER,Evil Exhibited ,1094,36,Text
03-14-2023 10:04,DOTA2,TWITTER,N/A ,0,0,Video
03-14-2023 09:30,General ,INSTAGRAM,Evergreen ,12644,263,Video
03-14-2023 09:30,General ,TIKTOK_BUSINESS,Evergreen ,14656,1659,Video
03-14-2023 09:27,General ,TWITTER,Evil Exhibited ,3891,165,Video
03-14-2023 09:26,General ,TWITTER,N/A ,0,0,Video
03-14-2023 09:14,DOTA2,TWITTER,N/A ,1052,97,Photo
03-14-2023 09:14,General ,FBPAGE,N/A ,0,0,Photo
03-14-2023 09:14,General ,FBPAGE,N/A ,0,0,Photo
03-14-2023 09:13,DOTA2,TWITTER,Community Engagement ,7301,966,Photo
03-14-2023 09:13,General ,FBPAGE,Community Engagement ,22829,7054,Photo
03-14-2023 09:13,General ,FBPAGE,Community Engagement ,22829,7054,Photo
03-14-2023 09:13,General ,FBPAGE,Community Engagement ,45658,14107,Photo
03-14-2023 09:12,DOTA2,TWITTER,Evil Exhibited ,1268,22,Text
03-14-2023 07:23,DOTA2,TWITTER,N/A ,134,4,Text
03-13-2023 18:37,General ,TWITTER,Community Engagement ,15114,114,Photo
03-13-2023 18:29,General ,TWITTER,Community Engagement ,15424,299,Video
03-13-2023 18:17,General ,TWITTER,Community Engagement ,113,4,Text
03-13-2023 17:37,General ,TWITTER,Community Engagement ,17863,83,Photo
03-13-2023 17:36,General ,TWITTER,Community Engagement ,16208,245,Video
03-13-2023 17:29,General ,TWITTER,Community Engagement ,332,12,Video
03-13-2023 17:25,General ,TWITTER,Community Engagement ,19404,367,Video
03-13-2023 17:22,General ,TWITTER,N/A ,0,0,Photo
03-13-2023 16:42,General ,TWITTER,Community Engagement ,15510,55,Photo
03-13-2023 16:01,General ,TWITTER,Community Engagement ,16827,94,Photo
03-13-2023 12:30,General ,INSTAGRAM,Evergreen ,129706,1341,Video
03-13-2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,97,5,Video
03-13-2023 12:30,General ,TIKTOK_BUSINESS,Evergreen ,4004,107,Video
03-13-2023 11:30,General,LINKEDIN_COMPANY,Community Engagement ,1593,33,Photo
03-13-2023 11:30,General ,TWITTER,Community Engagement ,15933,143,Photo
03-13-2023 10:51,General ,INSTAGRAM,Evergreen ,7425,96,Video
03-13-2023 10:51,General ,TIKTOK_BUSINESS,Evergreen ,1107,106,Video
03-13-2023 10:32,Valorant,YOUTUBE,Evil Exhibited ,461,13,Video
03-12-2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,69,2,Video
03-11-2023 19:03,General ,INSTAGRAM,Evil Exhibited ,4375,0,Photo
03-11-2023 19:01,General ,TWITTER,Evil Exhibited ,15470,82,Photo
03-11-2023 18:55,DOTA2,TWITTER,Evil Exhibited ,1133,22,Photo
03-11-2023 18:01,General ,INSTAGRAM,Evil Exhibited ,4560,0,Photo
03-11-2023 17:59,General ,TWITTER,Evil Exhibited ,18435,27,Photo
03-11-2023 16:58,General ,INSTAGRAM,Evil Exhibited ,4610,0,Photo
03-11-2023 16:55,General ,TWITTER,Evil Exhibited ,27211,132,Photo
03-11-2023 16:55,DOTA2,TWITTER,Evil Exhibited ,631,5,Photo
03-11-2023 16:08,General ,INSTAGRAM,Evil Exhibited ,4754,0,Photo
03-11-2023 16:06,General ,TWITTER,Evil Exhibited ,15678,43,Photo
03-11-2023 16:02,DOTA2,TWITTER,Evil Exhibited ,992,13,Photo
03-11-2023 15:35,DOTA2,TWITTER,Evil Exhibited ,626,5,Photo
03-11-2023 15:32,General ,INSTAGRAM,Evil Exhibited ,4994,0,Photo
03-11-2023 15:30,General ,TWITTER,Evil Exhibited ,19378,92,Photo
03-11-2023 15:19,DOTA2,TWITTER,Evil Exhibited ,308,2,Text
03-11-2023 14:58,DOTA2,TWITTER,Evil Exhibited ,205,1,Text
03-11-2023 14:35,General ,INSTAGRAM,Evil Exhibited ,5318,0,Photo
03-11-2023 14:32,General ,TWITTER,Community Engagement ,12987,72,Photo
03-11-2023 14:27,General ,TWITTER,Evil Exhibited ,17645,101,Photo
03-11-2023 14:26,DOTA2,TWITTER,Evil Exhibited ,616,9,Photo
03-11-2023 14:09,General ,INSTAGRAM,Evil Exhibited ,10251,174,Video
03-11-2023 14:09,General ,TIKTOK_BUSINESS,Evil Exhibited ,296,14,Video
03-11-2023 13:45,General ,TWITTER,Community Engagement ,12438,48,Photo
03-11-2023 13:08,General ,TWITTER,Community Engagement ,13281,67,Photo
03-11-2023 12:39,General ,TWITTER,N/A ,0,0,Photo
03-11-2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,49,3,Video
03-11-2023 11:37,General ,INSTAGRAM,Evil Exhibited ,6098,0,Photo
03-11-2023 11:31,General ,TWITTER,Evil Exhibited ,36744,240,Photo
03-11-2023 11:27,DOTA2,TWITTER,Evil Exhibited ,617,13,Photo
03-11-2023 10:37,DOTA2,TWITTER,Evil Exhibited ,1391,84,Video
03-11-2023 10:36,General ,TWITTER,Evil Exhibited ,19175,790,Video
03-11-2023 09:45,DOTA2,TWITTER,Evil Exhibited ,1077,11,Text
03-11-2023 09:44,DOTA2,TWITTER,N/A ,0,0,Photo
03-11-2023 09:44,DOTA2,TWITTER,N/A ,90,5,Text
03-11-2023 06:30,General ,INSTAGRAM,Evergreen ,11861,81,Video
03-11-2023 06:30,General ,TIKTOK_BUSINESS,Evergreen ,191,6,Video
03-10-2023 17:09,General ,TWITTER,Community Engagement ,1005,35,Video
03-10-2023 17:09,General ,TWITTER,Community Engagement ,15238,179,Photo
03-10-2023 16:53,General ,TWITTER,N/A ,0,0,Text
03-10-2023 16:53,DOTA2,TWITTER,N/A ,581,4,Photo
03-10-2023 16:51,General ,TWITTER,N/A ,0,0,Text
03-10-2023 16:49,General ,TWITTER,Community Engagement ,23514,479,Photo
03-10-2023 16:46,General ,TWITTER,Community Engagement ,19025,195,Photo
03-10-2023 16:45,General ,FBPAGE,N/A ,7770,393,Photo
03-10-2023 16:45,General ,FBPAGE,N/A ,7770,393,Photo
03-10-2023 16:45,General ,FBPAGE,N/A ,7770,393,Photo
03-10-2023 16:45,General ,FBPAGE,N/A ,23309,1176,Photo
03-10-2023 16:45,DOTA2,TWITTER,N/A ,613,9,Photo
03-10-2023 16:39,DOTA2,TWITTER,N/A ,0,0,Video
03-10-2023 16:39,General ,TWITTER,Community Engagement ,15257,622,Video
03-10-2023 16:35,DOTA2,TWITTER,N/A ,3855,412,Photo
03-10-2023 16:13,DOTA2,TWITTER,N/A ,675,4,Text
03-10-2023 15:59,General ,FBPAGE,N/A ,28713,1031,Photo
03-10-2023 15:59,DOTA2,TWITTER,N/A ,551,5,Photo
03-10-2023 15:59,General ,TWITTER,Community Engagement ,34490,505,Photo
03-10-2023 15:49,General ,INSTAGRAM,Community Engagement ,7394,0,Photo
03-10-2023 15:17,General ,YOUTUBE,N/A ,0,0,Text
03-10-2023 15:05,General ,INSTAGRAM,Evergreen ,9394,89,Video
03-10-2023 15:00,General ,TIKTOK_BUSINESS,Evergreen ,304,6,Video
03-10-2023 14:29,DOTA2,TWITTER,N/A ,1084,20,Photo
03-10-2023 14:14,Content Creators,YOUTUBE,N/A ,2939,88,Video
03-10-2023 14:14,Content Creators,YOUTUBE,N/A ,32,2,Video
03-10-2023 14:14,Content Creators,YOUTUBE,N/A ,5015,70,Video
03-10-2023 14:14,Content Creators,YOUTUBE,N/A ,5685,118,Video
03-10-2023 14:13,Content Creators,YOUTUBE,N/A ,1875,62,Video
03-10-2023 14:13,Content Creators,YOUTUBE,N/A ,2253,53,Video
03-10-2023 14:01,General ,TWITTER,Community Engagement ,17155,445,Video
03-10-2023 14:00,Content Creators,YOUTUBE,Community Engagement ,38,9,Video
03-10-2023 14:00,General ,FBPAGE,Community Engagement ,12299,486,Video
03-10-2023 13:45,DOTA2,TWITTER,N/A ,1667,24,Text
03-10-2023 12:37,General ,FBPAGE,N/A ,0,0,Photo
03-10-2023 12:37,General ,FBPAGE,N/A ,1,940,Photo
03-10-2023 12:37,General ,FBPAGE,N/A ,0,0,Photo
03-10-2023 12:15,Valorant,YOUTUBE,Evil Exhibited ,26,2,Video
03-10-2023 12:11,General ,INSTAGRAM,N/A ,0,0,Photo
03-10-2023 12:11,General ,INSTAGRAM,N/A ,0,0,Photo
03-10-2023 12:11,General ,INSTAGRAM,N/A ,0,0,Photo
03-10-2023 12:11,General ,INSTAGRAM,N/A ,0,0,Photo
03-10-2023 12:11,General ,INSTAGRAM,Community Engagement ,7683,0,Video
03-10-2023 12:10,General ,INSTAGRAM,N/A ,0,0,Photo
03-10-2023 12:10,General ,INSTAGRAM,N/A ,0,0,Photo
03-10-2023 12:10,General ,INSTAGRAM,N/A ,0,0,Photo
03-10-2023 12:10,General ,INSTAGRAM,N/A ,0,0,Photo
03-10-2023 12:10,General ,INSTAGRAM,N/A ,0,0,Photo
03-10-2023 12:09,General ,INSTAGRAM,Community Engagement ,8617,0,Video
03-10-2023 11:12,DOTA2,TWITTER,Evil Exhibited ,917,9,Photo
03-10-2023 11:00,General ,TWITTER,Evil Exhibited ,19333,193,Photo
03-10-2023 11:00,General ,INSTAGRAM,Evil Exhibited ,6811,75,Photo
03-10-2023 10:23,General ,YOUTUBE,N/A ,2494,108,Video
03-10-2023 10:23,General ,YOUTUBE,N/A ,1823,54,Video
03-10-2023 10:11,Valorant,YOUTUBE,Evil Exhibited ,399,30,Video
03-10-2023 09:26,General ,YOUTUBE,N/A ,3383,104,Video
03-10-2023 08:48,General ,TWITTER,Community Engagement ,415457,10638,Text
03-10-2023 08:11,General ,TWITTER,Evil Exhibited ,441,23,Text
03-10-2023 06:06,General ,INSTAGRAM,Evil Exhibited ,8258,92,Video
03-10-2023 06:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,894,31,Video
03-09-2023 17:49,General ,TWITTER,Community Engagement ,1654,59,Text
03-09-2023 17:47,General ,TWITTER,Community Engagement ,30732,325,Text
03-09-2023 17:45,General ,TWITTER,Community Engagement ,35367,647,Photo
03-09-2023 17:44,General ,FBPAGE,N/A ,42080,6682,Photo
03-09-2023 17:44,DOTA2,TWITTER,N/A ,1420,28,Photo
03-09-2023 17:42,General ,INSTAGRAM,N/A ,6349,0,Video
03-09-2023 17:32,DOTA2,TWITTER,N/A ,1496,43,Photo
03-09-2023 17:24,DOTA2,TWITTER,N/A ,747,12,Text
03-09-2023 17:23,General ,TWITTER,Community Engagement ,18354,529,Video
03-09-2023 17:20,General ,INSTAGRAM,Community Engagement ,10952,249,Video
03-09-2023 17:14,General ,INSTAGRAM,Community Engagement ,7164,0,Video
03-09-2023 16:45,General ,TWITTER,Community Engagement ,20207,311,Photo
03-09-2023 16:27,General ,TWITTER,Community Engagement ,6098,124,Photo
03-09-2023 16:27,DOTA2,TWITTER,N/A ,0,0,Text
03-09-2023 16:26,General ,TWITTER,Community Engagement ,16022,261,Text
03-09-2023 16:26,General ,TWITTER,Community Engagement ,44390,479,Photo
03-09-2023 16:26,General ,FBPAGE,N/A ,26522,1593,Photo
03-09-2023 16:26,DOTA2,TWITTER,N/A ,884,18,Photo
03-09-2023 16:00,General ,INSTAGRAM,Evergreen ,9300,98,Video
03-09-2023 16:00,General ,TIKTOK_BUSINESS,Evergreen ,331,4,Video
03-09-2023 15:45,General ,TWITTER,Community Engagement ,16693,164,Photo
03-09-2023 15:25,DOTA2,TWITTER,N/A ,751,18,Photo
03-09-2023 15:02,General ,TWITTER,Community Engagement ,1642,67,Text
03-09-2023 15:00,DOTA2,TWITTER,N/A ,1924,58,Photo
03-09-2023 15:00,General ,FBPAGE,N/A ,100614,10069,Photo
03-09-2023 13:53,Content Creators,YOUTUBE,N/A ,0,0,Text
03-09-2023 13:53,Content Creators,YOUTUBE,N/A ,0,0,Text
03-09-2023 13:52,Content Creators,YOUTUBE,N/A ,0,0,Text
03-09-2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,204,9,Video
03-09-2023 12:30,General ,YOUTUBE,Community Engagement ,507,19,Video
03-09-2023 12:09,CSGO,TWITTER,Community Engagement ,807,19,Text
03-09-2023 12:00,CSGO,TWITTER,Community Engagement ,108651,1538,Photo
03-09-2023 11:40,General ,TIKTOK_BUSINESS,N/A ,0,0,Video
03-09-2023 11:08,DOTA2,TWITTER,Evil Exhibited ,1207,46,Photo
03-09-2023 11:00,General ,INSTAGRAM,Evil Exhibited ,7181,103,Photo
03-09-2023 11:00,General ,INSTAGRAM,N/A ,0,0,Text
03-09-2023 11:00,General ,TWITTER,Evil Exhibited ,13995,153,Photo
03-09-2023 09:13,General ,YOUTUBE,N/A ,0,0,Video
03-09-2023 08:28,DOTA2,TWITTER,Evil Exhibited ,1413,38,Video
03-09-2023 07:11,General,LINKEDIN_COMPANY,Community Engagement ,1571,20,Text
03-09-2023 06:06,General ,INSTAGRAM,Evil Exhibited ,6506,72,Video
03-09-2023 06:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,441,7,Video
03-08-2023 19:20,CSGO,TWITTER,Community Engagement ,3219,103,Photo
03-08-2023 17:44,CSGO,TWITTER,Community Engagement ,2123,31,Photo
03-08-2023 16:51,CSGO,TWITTER,Community Engagement ,2791,77,Photo
03-08-2023 16:14,DOTA2,TWITTER,Evil Exhibited ,1572,37,Photo
03-08-2023 15:56,General ,INSTAGRAM,N/A ,0,0,Photo
03-08-2023 15:56,General ,INSTAGRAM,Community Engagement ,9926,0,Photo
03-08-2023 15:02,General ,INSTAGRAM,Evergreen ,28146,981,Video
03-08-2023 15:02,General ,TIKTOK_BUSINESS,Evergreen ,1712,107,Video
03-08-2023 12:30,Content Creators,YOUTUBE,Community Engagement ,54,7,Video
03-08-2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,28,1,Video
03-08-2023 12:17,General ,YOUTUBE,N/A ,1762,39,Video
03-08-2023 11:43,Content Creators,YOUTUBE,N/A ,929,45,Video
03-08-2023 11:41,General ,INSTAGRAM,Evil Exhibited ,7048,153,Photo
03-08-2023 11:41,General ,INSTAGRAM,N/A ,0,0,Text
03-08-2023 11:40,General ,TWITTER,Evil Exhibited ,22840,396,Photo
03-08-2023 10:00,General,LINKEDIN_COMPANY,Community Engagement ,1161,32,Photo
03-08-2023 10:00,General ,TWITTER,Evil Exhibited ,85655,3810,Photo
03-08-2023 06:05,General ,INSTAGRAM,Evil Exhibited ,6700,82,Video
03-08-2023 06:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,196070,9680,Video
03-07-2023 21:00,General ,YOUTUBE,Evergreen ,341,6,Video
03-07-2023 14:53,General ,TWITTER,Community Engagement ,1451,63,Text
03-07-2023 14:15,Content Creators,YOUTUBE,N/A ,0,0,Text
03-07-2023 12:39,General ,TWITTER,Evil Exhibited ,2388,225,Photo
03-07-2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,53,5,Video
03-07-2023 11:39,General,LINKEDIN_COMPANY,Community Engagement ,1703,40,Link
03-07-2023 11:30,General ,TWITTER,Community Engagement ,18945,496,Photo
03-07-2023 11:16,DOTA2,TWITTER,N/A ,2141,58,Text
03-07-2023 11:00,General ,INSTAGRAM,Evergreen ,13619,204,Video
03-07-2023 11:00,General ,TIKTOK_BUSINESS,Evergreen ,1365,53,Video
03-07-2023 09:50,Content Creators,YOUTUBE,N/A ,0,0,Text
03-07-2023 09:37,Content Creators,YOUTUBE,N/A ,807,36,Video
03-07-2023 09:30,Content Creators,YOUTUBE,N/A ,1643,53,Video
03-07-2023 09:30,Content Creators,YOUTUBE,N/A ,0,0,Video
03-07-2023 09:12,General ,INSTAGRAM,Evergreen ,23484,577,Video
03-07-2023 09:00,General ,TIKTOK_BUSINESS,Evergreen ,288,6,Video
03-07-2023 06:06,General ,INSTAGRAM,Evil Exhibited ,8826,91,Video
03-07-2023 06:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,3064,86,Video
03-06-2023 16:32,General ,TWITTER,Community Engagement ,17157,178,Photo
03-06-2023 16:08,General ,YOUTUBE,N/A ,4338,72,Video
03-06-2023 16:08,General ,YOUTUBE,N/A ,1562,44,Video
03-06-2023 15:24,General ,TWITTER,Evil Exhibited ,1503,22,Text
03-06-2023 15:15,DOTA2,TWITTER,N/A ,4062,172,Link
03-06-2023 15:14,DOTA2,TWITTER,N/A ,8332,73,Text
03-06-2023 14:54,General ,TWITTER,Community Engagement ,13635,82,Photo
03-06-2023 14:30,General ,TWITTER,N/A ,0,0,Video
03-06-2023 14:00,General ,INSTAGRAM,Evil Exhibited ,15742,296,Video
03-06-2023 13:57,General ,TIKTOK_BUSINESS,Evil Exhibited ,1377,99,Video
03-06-2023 12:30,Content Creators,YOUTUBE,Community Engagement ,29,11,Video
03-06-2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,43,4,Video
03-06-2023 12:12,DOTA2,TWITTER,N/A ,64,1,Text
03-06-2023 10:18,General ,TWITTER,Community Engagement ,298,13,Text
03-06-2023 09:23,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text
03-06-2023 08:43,DOTA2,TWITTER,N/A ,5163,180,Text
03-06-2023 06:06,General ,INSTAGRAM,Evil Exhibited ,7670,100,Video
03-06-2023 06:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,2789,130,Video
03-05-2023 16:49,General ,TWITTER,Community Engagement ,18989,644,Video
03-05-2023 16:47,General ,TWITTER,Community Engagement ,16300,87,Photo
03-05-2023 16:42,DOTA2,TWITTER,Community Engagement ,6235,310,Text
03-05-2023 16:42,General ,FBPAGE,Community Engagement ,54894,11330,Text
03-05-2023 15:53,General ,TWITTER,Community Engagement ,1161,29,Video
03-05-2023 15:17,General ,TWITTER,Community Engagement ,24241,398,Photo
03-05-2023 15:11,General ,TWITTER,Community Engagement ,13752,64,Photo
03-05-2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,488,21,Video
03-05-2023 11:33,General ,FBPAGE,N/A ,0,0,Text
03-05-2023 06:00,General ,INSTAGRAM,Evil Exhibited ,9387,114,Video
03-05-2023 06:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,466,12,Video
03-04-2023 18:18,General ,TWITTER,Community Engagement ,1148,4,Text
03-04-2023 18:17,General ,TWITTER,Community Engagement ,21106,452,Photo
03-04-2023 17:54,General ,TWITTER,Community Engagement ,19577,750,Video
03-04-2023 16:50,General ,TWITTER,Community Engagement ,15999,280,Photo
03-04-2023 15:47,DOTA2,TWITTER,N/A ,1129,14,Text
03-04-2023 14:34,DOTA2,TWITTER,N/A ,1596,174,Video
03-04-2023 13:58,DOTA2,TWITTER,N/A ,2128,259,Video
03-04-2023 12:30,Content Creators,YOUTUBE,Community Engagement ,37,9,Video
03-04-2023 12:30,Valorant,YOUTUBE,Evil Exhibited ,76,7,Video
03-04-2023 11:27,General ,TWITTER,Evil Exhibited ,7019,101,Video
03-04-2023 10:21,DOTA2,TWITTER,N/A ,1884,147,Video
03-04-2023 10:01,DOTA2,TWITTER,N/A ,83,6,Text
03-04-2023 10:00,General ,TWITTER,Evil Exhibited ,107804,2444,Photo
03-04-2023 09:46,DOTA2,TWITTER,N/A ,0,0,Video
03-04-2023 08:25,DOTA2,TWITTER,N/A ,1430,125,Video
03-04-2023 06:44,DOTA2,TWITTER,N/A ,1451,50,Text
03-04-2023 06:00,General ,INSTAGRAM,Evil Exhibited ,8498,94,Video
03-04-2023 06:00,General ,TIKTOK_BUSINESS,Evil Exhibited ,970,37,Video
03-03-2023 20:00,General ,INSTAGRAM,Community Engagement ,13020,276,Photo
03-03-2023 20:00,General ,TWITTER,Community Engagement ,22708,1101,Photo
03-03-2023 19:37,DOTA2,TWITTER,N/A ,659,39,Text
03-03-2023 19:10,DOTA2,TWITTER,N/A ,3990,488,Text
03-03-2023 19:04,General ,TWITTER,Community Engagement ,3205,162,Video
03-03-2023 19:02,General ,INSTAGRAM,Community Engagement ,7327,0,Photo
03-03-2023 19:01,DOTA2,TWITTER,N/A ,739,21,Text
03-03-2023 18:55,DOTA2,TWITTER,Community Engagement ,24258,1098,Photo
03-03-2023 18:55,General ,FBPAGE,Community Engagement ,140548,38921,Photo
03-03-2023 18:51,DOTA2,TWITTER,Community Engagement ,9258,690,Photo
03-03-2023 18:51,General ,FBPAGE,Community Engagement ,49862,14293,Photo
03-03-2023 18:50,General ,INSTAGRAM,Community Engagement ,8413,0,Photo
03-03-2023 18:49,General ,TWITTER,Community Engagement ,70460,4542,Photo
03-03-2023 18:49,General ,FBPAGE,Community Engagement ,47413,10977,Photo
03-03-2023 18:45,DOTA2,TWITTER,N/A ,0,0,Video
03-03-2023 18:35,DOTA2,TWITTER,Community Engagement ,1891,193,Video
03-03-2023 18:35,General ,FBPAGE,Community Engagement ,23295,3543,Video
03-03-2023 18:22,DOTA2,TWITTER,N/A ,2861,257,Photo
03-03-2023 18:14,DOTA2,TWITTER,Community Engagement ,1615,152,Video
03-03-2023 18:14,General ,FBPAGE,Community Engagement ,18721,1400,Video
03-03-2023 18:13,General ,TWITTER,Community Engagement ,24340,1244,Video
03-03-2023 18:12,General ,FBPAGE,Community Engagement ,21922,1695,Video
03-03-2023 18:08,DOTA2,TWITTER,Community Engagement ,1103,37,Text
03-03-2023 18:08,General ,FBPAGE,Community Engagement ,33717,2593,Text
03-03-2023 17:52,General ,TWITTER,Community Engagement ,16021,239,Photo
03-03-2023 17:52,General ,FBPAGE,Community Engagement ,17399,1249,Video
03-03-2023 17:39,DOTA2,TWITTER,N/A ,0,0,Text
03-03-2023 17:39,DOTA2,TWITTER,N/A ,0,0,Text
03-03-2023 17:39,DOTA2,TWITTER,N/A ,0,0,Text
03-03-2023 17:39,General ,INSTAGRAM,Community Engagement ,8234,0,Video
03-03-2023 17:39,DOTA2,TWITTER,N/A ,0,0,Text
03-03-2023 17:38,General ,FBPAGE,Community Engagement ,27764,3441,Text
03-03-2023 17:38,DOTA2,TWITTER,Community Engagement ,2683,95,Photo
03-03-2023 17:37,General ,TWITTER,Community Engagement ,22406,165,Text
03-03-2023 17:28,General ,INSTAGRAM,Community Engagement ,8323,0,Video
03-03-2023 17:25,General ,INSTAGRAM,N/A ,0,0,Photo
03-03-2023 17:24,General ,INSTAGRAM,Community Engagement ,8457,0,Video
03-03-2023 17:22,DOTA2,TWITTER,Community Engagement ,2679,154,Photo
03-03-2023 17:22,General ,FBPAGE,Community Engagement ,42921,8930,Photo
03-03-2023 16:47,DOTA2,TWITTER,N/A ,5254,84,Text
03-03-2023 16:47,General ,TWITTER,N/A ,0,0,Video
03-03-2023 16:44,DOTA2,TWITTER,N/A ,992,9,Text
03-03-2023 16:43,General ,TWITTER,Community Engagement ,3863,189,Video
03-03-2023 16:42,General ,TWITTER,N/A ,0,0,Photo
03-03-2023 16:41,General ,TWITTER,Community Engagement ,16323,384,Photo
03-03-2023 16:40,General ,FBPAGE,Community Engagement ,47736,15254,Photo
03-03-2023 16:40,General ,FBPAGE,Community Engagement ,47736,15254,Photo
03-03-2023 16:40,General ,FBPAGE,Community Engagement ,95471,30506,Photo
03-03-2023 16:40,DOTA2,TWITTER,Community Engagement ,36492,4051,Photo
03-03-2023 16:35,General ,TWITTER,N/A ,0,0,Video
03-03-2023 16:35,General ,TWITTER,Community Engagement ,18869,436,Photo
03-03-2023 16:31,General ,TWITTER,Community Engagement ,23676,1451,Video
03-03-2023 16:31,General ,FBPAGE,Community Engagement ,39584,4199,Video
03-03-2023 16:29,DOTA2,TWITTER,Community Engagement ,5561,316,Photo
03-03-2023 16:29,General ,FBPAGE,Community Engagement ,32758,5622,Photo
03-03-2023 16:27,DOTA2,TWITTER,Community Engagement ,3035,365,Video
03-03-2023 16:27,General ,FBPAGE,Community Engagement ,16784,2716,Video
03-03-2023 16:25,General ,TWITTER,Community Engagement ,12027,395,Video
03-03-2023 16:22,DOTA2,TWITTER,N/A ,562,9,Text
03-03-2023 16:12,General ,INSTAGRAM,Community Engagement ,8775,0,Video
03-03-2023 16:11,DOTA2,TWITTER,Community Engagement ,4918,285,Text
03-03-2023 16:11,General ,FBPAGE,Community Engagement ,31978,4377,Text
03-03-2023 16:09,General ,TWITTER,Community Engagement ,300,9,Video
03-03-2023 16:08,DOTA2,TWITTER,N/A ,1081,65,Text
03-03-2023 16:05,DOTA2,TWITTER,N/A ,0,0,Video
03-03-2023 16:01,DOTA2,TWITTER,N/A ,649,28,Text
03-03-2023 16:00,General ,TWITTER,Community Engagement ,3780,236,Video
03-03-2023 15:58,General ,TWITTER,Community Engagement ,12942,227,Photo
03-03-2023 15:51,General ,TWITTER,Community Engagement ,10818,85,Photo
03-03-2023 15:24,General ,FBPAGE,Community Engagement ,21833,2340,Photo
03-03-2023 15:24,DOTA2,TWITTER,Community Engagement ,5739,195,Photo
03-03-2023 15:24,General ,INSTAGRAM,Community Engagement ,9173,0,Photo
03-03-2023 15:24,General ,FBPAGE,Community Engagement ,13240,333,Photo
03-03-2023 15:24,General ,TWITTER,Community Engagement ,13811,289,Photo
03-03-2023 13:50,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text
03-03-2023 13:40,General ,TWITTER,Community Engagement ,1963,33,Text
03-03-2023 13:35,Content Creators,YOUTUBE,N/A ,2142,38,Video
03-03-2023 13:17,Content Creators,YOUTUBE,N/A ,1713,39,Video
03-03-2023 13:01,General ,TWITTER,Evil Exhibited ,22090,949,Video
03-03-2023 12:30,General ,INSTAGRAM,Evil Exhibited ,14487,225,Video
03-03-2023 12:30,General ,TIKTOK_BUSINESS,Evil Exhibited ,4605,189,Video
03-03-2023 11:58,DOTA2,TWITTER,N/A ,273,6,Text
03-03-2023 11:58,DOTA2,TWITTER,N/A ,230,10,Text
03-03-2023 11:10,DOTA2,TWITTER,Community Engagement ,12330,641,Photo
03-03-2023 11:10,General ,FBPAGE,Community Engagement ,53954,15601,Photo
03-03-2023 11:02,General ,INSTAGRAM,Community Engagement ,10503,0,Photo
03-03-2023 11:01,General ,INSTAGRAM,Community Engagement ,56508,4577,Photo
03-03-2023 11:00,General ,TWITTER,Community Engagement ,57957,2007,Photo
03-03-2023 11:00,General ,FBPAGE,Community Engagement ,28042,3687,Photo
03-03-2023 10:47,General ,INSTAGRAM,Community Engagement ,11209,0,Photo
03-03-2023 10:45,DOTA2,TWITTER,N/A ,1649,70,Text
03-03-2023 10:43,DOTA2,TWITTER,N/A ,0,0,Text
03-03-2023 10:43,DOTA2,TWITTER,N/A ,0,0,Text
03-03-2023 10:41,DOTA2,TWITTER,Community Engagement ,14379,716,Photo
03-03-2023 10:41,General ,FBPAGE,Community Engagement ,58859,16292,Photo
03-03-2023 10:40,General ,FBPAGE,Community Engagement ,23504,2171,Photo
03-03-2023 10:40,General ,TWITTER,Community Engagement ,32524,1091,Photo
03-03-2023 10:39,DOTA2,TWITTER,Community Engagement ,5503,803,Video
03-03-2023 10:39,General ,TWITTER,Community Engagement ,18874,1591,Video
03-03-2023 10:39,General ,FBPAGE,Community Engagement ,39749,10084,Video
03-03-2023 10:38,General ,FBPAGE,Community Engagement ,99038,13938,Video
03-03-2023 10:34,DOTA2,TWITTER,N/A ,4197,279,Photo
03-03-2023 10:27,Valorant,YOUTUBE,Evil Exhibited ,522,35,Video
03-03-2023 09:44,General ,TWITTER,Community Engagement ,36500,274,Text
03-03-2023 09:42,DOTA2,TWITTER,Community Engagement ,4452,246,Photo
03-03-2023 09:42,General ,FBPAGE,Community Engagement ,32047,6332,Photo
03-03-2023 09:36,DOTA2,TWITTER,N/A ,0,0,Photo
03-03-2023 09:29,DOTA2,TWITTER,N/A ,967,31,Text
03-03-2023 09:28,DOTA2,TWITTER,N/A ,1793,97,Text
